NAME,VARLABEL
EC019Q07NA,My teacher is pleased when I come up with new solutions to a problem.
EC019Q10NA,My teacher gives hints or offers strategies that help me to solve a task.
EC019Q12NA,My teacher helps me to find ways how to solve a problem.
EC019Q13NA,"Once we identify why I have a certain problem, my teacher provides me with a working strategy."
EC019Q14NA,My teacher adapts the content and method to my needs.
EC020Q04NA,Where do math situations occur? It takes a long time until I have gathered all the material to get started.
EC020Q06NA,Where do math situations occur? I talk about things that don't have anything to do with our tasks\topic.
EC020Q07NA,Where do math situations occur? My teacher summarises the learning content I have covered.
EC020Q08NA,Where do math situations occur? My teacher points out the most important aspects of a topic.
EC020Q09NA,Where do math situations occur? I am often bored.
EC020Q10NA,Where do math situations occur? It takes very long until I am ready to get started.
EC020Q11NA,Where do math situations occur? My teacher tells me what I should learn in a certain activity.
EC020Q12NA,Where do math situations occur? My teacher points out the broader context of a learning unit.
EC021Q01NA,I get along well with my teachers.
EC021Q02NA,My teachers are interested in my well-being.
EC021Q03NA,My teachers really listen to what I have to say.
EC021Q04NA,"If I need extra help, I will receive it from my teachers."
EC021Q05NA,My teachers treat me fairly.
EC022Q01NA,Why do you attend additional mathematics in this school year: I want to learn more.
EC022Q02NA,Why do you attend additional mathematics in this school year: I want to prepare for exams.
EC022Q03NA,Why do you attend additional mathematics in this school year: I was attracted by the tutoring advertis.
EC022Q04NA,Why do you attend additional mathematics in this school year: My parents wanted me to attend.
EC022Q05NA,Why do you attend additional mathematics in this school year: Many of my friends are doing it.
EC022Q06NA,Why do you attend additional mathematics in this school year: My teachers recommend it.
EC022Q07NA,Why do you attend additional mathematics in this school year: I want to improve my grades.
EC022Q08NA,Why do you attend additional mathematics in this school year: I need to improve my grades.
EC022Q09NA,Why do you attend additional mathematics in this school year: It is gratifying to study.
EC022Q10NA,Why do you attend additional mathematics in this school year: It looks good on a r茅sum茅.
EC022Q11NA,Why do you attend additional mathematics in this school year: It is necessary for a job.
EC022Q12NA,Why do you attend additional mathematics in this school year: Other reason.
EC023Q01NA,Why don't you attend additional mathematics in this school year: I don't need any add math instruction.
EC023Q02NA,Why don't you attend additional mathematics in this school year: None of the offerings suit my needs.
EC023Q03NA,Why don't you attend additional mathematics in this school year: Not many of my friends are doing it.
EC023Q04NA,Why don't you attend additional mathematics in this school year: I don't have time.
EC023Q05NA,Why don't you attend additional mathematics in this school year: I don't have the money.
EC023Q06NA,Why don't you attend additional mathematics in this school year: My teachers are knowledgeable enough.
EC023Q07NA,Why don't you attend additional mathematics in this school year: My parents don't want me to do it.
EC023Q08NA,Why don't you attend additional mathematics in this school year: It doesnt seem worth the money.
EC023Q09NA,Why don't you attend additional mathematics in this school year: My teachers say it is not useful.
EC023Q10NA,Why don't you attend additional mathematics in this school year: I never considered add. math instruction.
EC023Q11NA,Why don't you attend additional mathematics in this school year: Add. math instruc. not avail. where I live.
EC023Q12NA,Why don't you attend additional mathematics in this school year: My family helps me instead.
EC023Q13NA,Why don't you attend additional mathematics in this school year: My peers and friends help me instead.
EC024Q01NA,Which type of add. <test language> instruct. do you participate in during this school year? One-on-one tutoring
EC024Q02NA,Which type of add. <test language> instruct. do you participate in during this school year? Internet tutor.( <Skype>)
EC024Q03NA,"Which type of add.<test language> instruct. do you participate in during this school year? Internet\comp tutoring, ap"
EC024Q04NA,Which type of add.<test language> instruct. do you participate in during this school year? Live instruction
EC024Q05NA,Which type of add.<test language> instruct. do you participate in during this school year? Video-recorded instruction
EC024Q06NA,Which type of add. <test language> instruct. do you participate in during this school year? Small gp study\practice
EC024Q07NA,Which type of add. <test language> instruct. do you participate in during this school year? Large group study\practic
EC024Q08NA,Which type of add. <test language> instruct. do you participate in during this school year? Other add. <test language
EC026Q01NA,Where do you attend this additional <test language> instruction? In my regular school building
EC026Q02NA,"Where do you attend this additional <test language> instruction? At some other place, i.e., not regular school build"
EC027Q01NA,The Teacher is one of my regular teachers in this years school courses. (test language)
EC027Q02NA,The teacher regularly teaches students my age in school but is not my teacher in any of my regular school courses. (t
EC027Q03NA,The teacher mainly works for a business or organisation specialised in additional instruction. (test language)
EC027Q04NA,The teacher is not specialised teaching personnel (e.g. a student). (test language)
EC028Q01NA,Did you attend additional instruction earlier in your education? In <ISCED 0>
EC028Q02NA,Did you attend additional instruction earlier in your education? In <ISCED 1>
EC028Q03NA,Did you attend additional instruction earlier in your education? In <ISCED 2>
EC029Q01NA,How many years altogether have you attended additional instruction? Years
EC030Q01NA,"In your family, who helps you regularly with your homework or private study? Mother or other female guardian"
EC030Q02NA,"In your family, who helps you regularly with your homework or private study? Father or other male guardian"
EC030Q03NA,"In your family, who helps you regularly with your homework or private study? Sister(s)\brother(s)"
EC030Q04NA,"In your family, who helps you regularly with your homework or private study? Grandparents"
EC030Q05NA,"In your family, who helps you regularly with your homework or private study? Other relatives"
EC030Q06NA,"In your family, who helps you regularly with your homework or private study? Nobody"
EC030Q07NA,"In your family, who helps you regularly with your homework or private study? Other person"
EC031Q01TA,Did you change schools when you were attending <ISCED 1>?
EC032Q01TA,Did you change schools when you were attending <ISCED 2>?
EC033Q01NA,Have you ever changed your <study programme>?
PA001Q01TA,Who will complete this questionnaire? Mother or other female guardian
PA001Q02TA,Who will complete this questionnaire? Father or other male guardian
PA001Q03TA,Who will complete this questionnaire? Other
PA002Q01TA,Watched TV programmes about science
PA002Q02TA,Read books on scientific discoveries
PA002Q03TA,"Watched, read or listened to science fiction"
PA002Q04TA,Visited web sites about science topics
PA002Q05TA,Attended a science club
PA002Q06NA,"Construction play, e.g.<Lego bricks>"
PA002Q07NA,Took apart technical devices
PA002Q08NA,"Fixed broken objects or items, e.g. broken electronic toys"
PA002Q09NA,"Experimented with a science kit, electronics kit, or chemistry set, used a microscope or telescope"
PA002Q10NA,Played computer games with a science content
PA003Q01TA,Discuss how well my child is doing at school.
PA003Q02TA,Eat <the main meal> with my child around a table.
PA003Q03TA,Spend time just talking to my child.
PA003Q04NA,Help my child with his\her science homework.
PA003Q05NA,Ask how my child is performing in science class.
PA003Q06NA,"Obtain science-related materials (e.g., applications, software, study guides etc.) for my child."
PA003Q07NA,Discuss with my child how science is used in everyday life.
PA003Q08NA,Discuss <science related career> options with my child.
PA004Q01NA,"Thinking about <the last academic year>, I am interested in my childs school activities."
PA004Q02NA,"Thinking about <the last academic year>, I am supportive of my child's efforts at school and his\her achievements."
PA004Q03NA,"Thinking about <the last academic year>, I support my child when he\she is facing difficulties at school."
PA004Q04NA,"Thinking about <the last academic year>, I encourage my child to be confident."
PA005Q01TA,Which of the following statements best describes the schooling available to students in your location?
PA006Q01TA,The school is at a short distance to home.
PA006Q02TA,The school has a good reputation.
PA006Q03TA,The school offers particular courses or school subjects.
PA006Q04TA,The school adheres to a particular <religious philosophy>.
PA006Q05TA,"The school has a particular approach to <pedagogy\didactics, e.g. example>."
PA006Q06TA,Other family members attended the school.
PA006Q07TA,"<Expenses are low> (e.g. tuition, books, room and board)."
PA006Q08TA,"The school has <financial aid> available, such as a school loan, scholarship, or grant."
PA006Q09TA,The school has an active and pleasant school climate.
PA006Q10TA,The academic achievements of students in the school are high.
PA006Q11TA,There is a safe school environment.
PA007Q01TA,Most of my childs school teachers seem competent and dedicated.
PA007Q02TA,Standards of achievement are high in my childs school.
PA007Q03TA,I am happy with the content taught and the instructional methods used in my childs school.
PA007Q04TA,I am satisfied with the disciplinary atmosphere in my childs school.
PA007Q05TA,My childs progress is carefully monitored by the school.
PA007Q06TA,My childs school provides regular and useful information on my childs progress.
PA007Q07TA,My childs school does a good job in educating students.
PA007Q09NA,My childs school provides an inviting atmosphere for parents to get involved.
PA007Q11NA,My childs school provides effective communication between the school and families.
PA007Q12NA,My childs school involves parents in the school's decision-making process.
PA007Q13NA,"My childs school offers par ed (e.g. <courses on family literacy>)\(e.g. <to assist with health, nutrition>)."
PA007Q14NA,My childs school informs families about how to help students with homework\other school-related activities.
PA007Q15NA,My childs school cooperates with <community services> to strengthen school programmes\student development.
PA008Q01TA,"<the last academic year>, particip.\ school-related activity? Discussed child's behaviour with a teacher on my own in"
PA008Q02TA,"<the last academic year>, particip.\ school-related activity? Discussed on the initiative of one of his\her teachers."
PA008Q03TA,"<the last academic year>, particip.\ school-related activity? Discussed  child's progress with a teacher on my own in"
PA008Q04TA,"<the last academic year>, particip.\ school-related activity? Discussed my childs progress\initiative"
PA008Q05TA,"<the last academic year>, particip.\ school-related activity? Participated in local school government."
PA008Q06NA,"<the last academic year>, particip.\ school-related activity? Volunteered in physical or extra-curricular activity?es"
PA008Q07NA,"<the last academic year>, particip.\ school-related activity? Volunteered to support school activity?es"
PA008Q08NA,"<the last academic year>, particip.\ school-related activity? Attended a scheduled meeting or conferences"
PA008Q09NA,"<the last academic year>, particip.\ school-related activity? Talked\how to to support learning at home"
PA008Q10NA,"<the last academic year>, particip.\ school-related activity? Ideas on parenting, family support, etc."
PA009Q01NA,"<the last academic year>, particip. activities\childs school hindered by? The meeting times were inconvenient."
PA009Q02NA,"<the last academic year>, particip. activities\childs school hindered by? I was not able to get off from work."
PA009Q03NA,"<the last academic year>, particip. activities\childs school hindered by? No one to take care\my child\ children."
PA009Q04NA,"<the last academic year>, particip. activities\childs school hindered by? The way to school is unsafe."
PA009Q05NA,"<the last academic year>, particip. activities\childs school hindered by? I had problems with transportation."
PA009Q06NA,"<the last academic year>, particip. activities\childs school hindered by? I felt unwelcome at my childs school."
PA009Q08NA,"<the last academic year>, particip. activities\childs school hindered by? My <language skills> were not sufficient."
PA009Q09NA,"<the last academic year>, particip. activities\childs school hindered by? I think participation is not relevant"
PA009Q10NA,"<the last academic year>, particip. activities\childs school hindered by? I do not know how I could particip"
PA009Q11NA,"<the last academic year>, particip. activities\childs school hindered by? My child does not want me to particip."
PA011Q01NA,How many parents of your childs friends at this school do you know?
PA011Q02NA,How many friends of your child at school do you know by name?
PA011Q03NA,School staff would you feel comfortable talking to if you had a question about your child?
PA014Q01NA,At what age did your child start attending <ISCED 1>?
PA018Q01NA,Reg. attend an arrangement prior to <grade 1 in ISCED 1>? Supervision and care (e.g. <national examples>)
PA018Q02NA,Reg. attend an arrangement <grade 1 in ISCED 1>? Early childhood educational development (e.g. <national examples>)
PA018Q03NA,Reg. attend an arrangement <grade 1 in ISCED 1>? Pre-primary education (e.g. <national examples>)
PA019Q01NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Up to age 1
PA019Q02NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 1
PA019Q03NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 2
PA019Q04NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 3
PA019Q05NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 4
PA019Q06NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 5
PA019Q07NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 6
PA019Q08NA,Attend a <supervision and care arrangement>\ <grade 1 in ISCED 1>? 聽Age 7
PA020Q01NA,In a <supervision and care arrangement>? An underage sibling of the child
PA020Q02NA,In a <supervision and care arrangement>? An adult relative of the child (e. g. grandparents)
PA020Q03NA,"In a <supervision and care arrangement>? An adult untrained in child care, not a relative"
PA020Q04NA,"In a <supervision and care arrangement>? A trained adult (e. g. <teacher>, nurse)"
PA021Q01NA,Child cared for or educated in a <supervision and care arrangement>? The childs own home
PA021Q02NA,Child cared for or educated in a <supervision and care arrangement>? Another persons private home
PA021Q03NA,Child cared for or educated in a <supervision and care arrangement>? Institutional setting (e.g. <national example>)
PA021Q04NA,Child cared for or educated in a <supervision and care arrangement>? Another place
PA022Q01NA,What was the most important reason why your child attended a <supervision and care arrangement>?
PA023Q01NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Up to age 1
PA023Q02NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 1
PA023Q03NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 2
PA023Q04NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 3
PA023Q05NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 4
PA023Q06NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 5
PA023Q07NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 6
PA023Q08NA,<early childhood educational development arrangement> prior to <grade 1 in ISCED 1>? Age 7
PA026Q01NA,What was the most important reason why your child attended an <early childhood educational development arrangement>?
PA027Q01NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Up to age 1
PA027Q02NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 1
PA027Q03NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 2
PA027Q04NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 3
PA027Q05NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 4
PA027Q06NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 5
PA027Q07NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 6
PA027Q08NA,At what ages did your child attend a <pre-primary education arrangement> prior to <grade 1 in ISCED 1>? 聽Age 7
PA028Q01NA,What type of provider offered this <pre-primary education arrangement>?
PA029Q01NA,How many hours per week did your child attend a <pre-primary education arrangement> at the age of three years?
PA030Q01NA,What was the most important reason why your child attended a <pre-primary education arrangement>?
PA032Q01TA,Does anybody in your family (including you) work in a <science-related career>?
PA032Q02TA,Does your child show an interest in working in a <science-related career>?
PA032Q03TA,Do you expect your child will go into a < science-related career>?
PA032Q04TA,Has your child shown interest in studying science after completing <secondary school>?
PA032Q05TA,Do you expect your child will study science after completing <secondary school>?
PA033Q02TA,Parent views toward science: <Broad science> is important to help us to understand the natural world.
PA033Q06TA,How much do you agree: <Broad science> is valuable to society.
PA033Q07TA,How much do you agree: <Broad science> is very relevant to me.
PA033Q08TA,How much do you agree: I find that <broad science> helps me to understand the things around me.
PA033Q09TA,How much do you agree: Advances in <broad science> usually bring social benefits.
PA035Q01TA,Environmental issues as a serious concern? Air pollution
PA035Q03TA,Environmental issues as a serious concern? Extinction of plants and animals
PA035Q04TA,Environmental issues as a serious concern? Clearing of forests for other land use
PA035Q05TA,Environmental issues as a serious concern? Water shortages
PA035Q06TA,Environmental issues as a serious concern? Nuclear waste
PA035Q07NA,Environmental issues as a serious concern? Extreme weather conditions
PA035Q08NA,Environmental issues as a serious concern? Human contact with animal diseases
PA036Q01TA,This issue will improve or get worse over next 20 years? Air pollution (parent)
PA036Q03TA,This issue will improve or get worse over next 20 years? Extinction of plants and animals (parent)
PA036Q04TA,This issue will improve or get worse over next 20 years? Clearing of forests for other land use (parent)
PA036Q05TA,This issue will improve or get worse over next 20 years? Water shortages (parent)
PA036Q06TA,This issue will improve or get worse over next 20 years? Nuclear waste (parent)
PA036Q07NA,This issue will improve or get worse over next 20 years? Extreme weather conditions
PA036Q08NA,This issue will improve or get worse over next 20 years? Human contact with animal diseases
PA039Q01TA,In what country was this person born? Mother
PA039Q02TA,In what country was this person born? Father
PA039Q03TA,In what country was this person born? Maternal Grandmother
PA039Q04TA,In what country was this person born? Maternal Grandfather
PA039Q05TA,In what country was this person born? Paternal Grandmother
PA039Q06TA,In what country was this person born? Paternal Grandfather
PA041Q01TA,"In the last twelve months, about how much would you have paid to educational providers for services?"
PA042Q01TA,What is your annual household income?
AGE,Age
PROGN,Unique national study programme code
ISCEDL,ISCED level
ISCEDD,ISCED designation
ISCEDO,ISCED orientation
DISCLISCI,Disciplinary climate in science classes (WLE)
TEACHSUP,Teacher support in a science classes of students choice (WLE)
IBTEACH,Inquiry-based science teaching an learning practices (WLE)
TDTEACH,Teacher-directed science instruction (WLE)
ENVAWARE,Environmental Awareness (WLE)
ENVOPT,Environmental optimism (WLE)
JOYSCIE,Enjoyment of science (WLE)
INTBRSCI,Interest in broad science topics (WLE)
INSTSCIE,Instrumental motivation (WLE)
SCIEEFF,Science self-efficacy (WLE)
EPIST,Epistemological beliefs (WLE)
SCIEACT,Index science activities (WLE)
BSMJ,Students' expected occupational status (SEI)
GRADE,Grade compared to modal grade in country
IMMIG,Index Immigration status
MISCED,Mother’s Education (ISCED)
FISCED,Father's Education (ISCED)
HISCED,Highest Education of parents (ISCED)
HOMESCH,ICT use outside of school for schoolwork (WLE)
ENTUSE,ICT use outside of school leisure (WLE)
BMMJ1,ISEI of mother
BFMJ2,ISEI of father
hisei,Index highest parental occupational status
REPEAT,Grade Repetition
DURECEC,Duration in early childhood education and care
OUTHOURS,Out-of-School Study Time per week (Sum)
MMINS,Learning time (minutes per week) - <Mathematics>
LMINS,Learning time (minutes per week) - <test language>
SMINS,Learning time (minutes per week) - <science>
TMINS,Learning time (minutes per week) - in total
BELONG,Subjective well-being: Sense of Belonging to School (WLE)
ANXTEST,Personality: Test Anxiety (WLE)
MOTIVAT,"Student Atttidudes, Preferences and Self-related beliefs: Achieving motivation (WLE)"
COOPERATE,Collaboration and teamwork dispositions: Enjoy cooperation (WLE)
CPSVALUE,Collaboration and teamwork dispositions: Value cooperation (WLE)
EMOSUPS,Parents emotional support (WLE)
PERFEED,Perceived Feedback (WLE)
ADINST,Adaption of instruction (WLE)
SCCHANGE,Number of school changes
CHANGE,Number of changes in educational biography (Sum)
SADDINST,Number of learning domains with additional instruction
HADDINST,Total hours of additional instruction (Sum)
ADDSCIIN,Number of science disciplines and subjects  with additional instruction (Sum)
COMSCSUP,Comparison science school lessons and additional instruction support (Mean)
COMSCSTRLE,Comparison science school lessons and additional instruction structuredness lessons (Mean)
COMSCSTRCO,Comparison science school lessons and additional instruction structuredness content (Mean)
COMSCTSREL,Comparison science school lessons and additional instruction teacher-student relation
COMMASUP,Comparison mathematics school lessons and additional instruction support (Mean)
COMMASTRLE,Comparison mathematics school lessons and additional instruction structuredness lessons (Mean)
COMMASTRCO,Comparison mathematics school lessons and additional instruction structuredness content (Mean)
COMMATSREL,Comparison mathematics school lessons and additional instruction teacher-student relation
USESCH,Use of ICT at school in general (WLE)
INTICT,Students' ICT Interest (WLE)
COMPICT,Students' Perceived ICT Competence (WLE)
AUTICT,Students' Perceived Autonomy related to ICT Use (WLE)
SOIAICT,Students' ICT as a topic in Social Interaction (WLE)
ICTHOME,ICT available at Home Index (Sum)
ICTSCH,ICT available at School Index (Sum)
PRESUPP,Child's past science activities (WLE)
CURSUPP,Parental current support for learning at home (WLE)
EMOSUPP,Parental emotional support (WLE)
PQSCHOOL,Parents perceived school quality (WLE)
PASCHPOL,School policies for parental involvement (WLE)
PQGENSCI,Parents' view on science (WLE)
PQENPERC,Parents concerns regarding environmental topics (WLE)
PQENVOPT,Parents' view on future environmental topics (WLE)
unfairteacher,Teacher Fairness (Sum)
PARED,Index highest parental education in years of schooling
COBN_F,Country of Birth National Categories- Father
COBN_M,Country of Birth National Categories- Mother
COBN_S,Country of Birth National Categories- Self
LANGN,Language at home (3-digit code)
OCOD1,ISCO-08 Occupation code - Mother
OCOD2,ISCO-08 Occupation code - Father
OCOD3,ISCO-08 Occupation code - Self
CULTPOSS,Cultural possessions at home (WLE)
HEDRES,Home educational resources (WLE)
HOMEPOS,Home possessions (WLE)
ICTRES,ICT Resources (WLE)
WEALTH,Family wealth (WLE)
ESCS,"Index of economic, social and cultural status (WLE)"
W_FSTUWT,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
W_FSTURWT1,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1
W_FSTURWT2,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2
W_FSTURWT3,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3
W_FSTURWT4,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4
W_FSTURWT5,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5
W_FSTURWT6,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6
W_FSTURWT7,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7
W_FSTURWT8,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8
W_FSTURWT9,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9
W_FSTURWT10,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10
W_FSTURWT11,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11
W_FSTURWT12,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12
W_FSTURWT13,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13
W_FSTURWT14,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14
W_FSTURWT15,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15
W_FSTURWT16,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16
W_FSTURWT17,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17
W_FSTURWT18,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18
W_FSTURWT19,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19
W_FSTURWT20,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20
W_FSTURWT21,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21
W_FSTURWT22,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22
W_FSTURWT23,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23
W_FSTURWT24,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24
W_FSTURWT25,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25
W_FSTURWT26,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26
W_FSTURWT27,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27
W_FSTURWT28,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28
W_FSTURWT29,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29
W_FSTURWT30,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30
W_FSTURWT31,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31
W_FSTURWT32,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32
W_FSTURWT33,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33
W_FSTURWT34,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 34
W_FSTURWT35,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 35
W_FSTURWT36,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 36
W_FSTURWT37,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 37
W_FSTURWT38,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 38
W_FSTURWT39,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 39
W_FSTURWT40,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 40
W_FSTURWT41,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 41
W_FSTURWT42,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 42
W_FSTURWT43,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 43
W_FSTURWT44,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 44
W_FSTURWT45,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 45
W_FSTURWT46,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 46
W_FSTURWT47,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 47
W_FSTURWT48,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 48
W_FSTURWT49,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 49
W_FSTURWT50,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 50
W_FSTURWT51,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 51
W_FSTURWT52,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 52
W_FSTURWT53,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 53
W_FSTURWT54,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 54
W_FSTURWT55,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 55
W_FSTURWT56,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 56
W_FSTURWT57,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 57
W_FSTURWT58,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 58
W_FSTURWT59,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 59
W_FSTURWT60,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 60
W_FSTURWT61,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 61
W_FSTURWT62,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 62
W_FSTURWT63,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 63
W_FSTURWT64,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 64
